,0
2005014,7
2005015,28
2005016,3
2005017,39
2005018,26
2005019,32
2005020,13
2005021,24
2005022,50
2005023,6
2005024,18
2005025,45
2005026,25
2005027,49
2005028,12
2005029,48
2005030,26
2005031,30
2005032,30
2005033,31
2005034,9
2005035,14
2005036,8
2005037,21
2005038,47
2005039,47
2005040,2
2005041,20
2005042,29
2005043,36
2005044,26
2005045,15
2005046,25
2005047,1
2005048,23
2005049,18
2005050,32
2005051,15
2005052,16
2006001,2
2006002,8
2006003,44
2006004,49
2006005,50
2006006,50
2006007,26
2006008,11
2006009,3
2006010,49
2006011,32
2006012,35
2006013,31
2006014,44
2006015,49
2006016,37
2006017,10
2006018,14
2006019,50
2006020,5
2006021,49
2006022,8
2006023,12
2006024,30
2006025,43
2006026,43
2006027,18
2006028,36
2006029,9
2006030,12
2006031,1
2006032,27
2006033,39
2006034,40
2006035,3
2006036,1
2006037,16
2006038,10
2006039,18
2006040,38
2006041,25
2006042,45
2006043,8
2006044,49
2006045,21
2006046,32
2006047,17
2006048,4
2006049,18
2006050,23
2006051,38
2006052,35
2007001,19
2007002,11
2007003,42
2007004,30
2007005,30
2007006,14
2007007,8
2007008,15
2007009,38
2007010,48
2007011,14
2007012,13
2007013,41
2007014,15
2007015,25
2007016,23
2007017,27
2007018,45
2007019,29
2007020,39
2007021,25
2007022,6
2007023,1
2007024,21
2007025,34
2007026,12
2007027,5
2007028,48
2007029,25
2007030,41
2007031,10
2007032,23
2007033,38
2007034,48
2007035,6
2007036,33
2007037,11
2007038,32
2007039,35
2007040,11
2007041,46
2007042,40
2007043,43
2007044,18
2007045,22
2007046,9
2007047,10
2007048,30
2007049,32
2007050,44
2007051,9
2007052,21
2008001,25
2008002,49
2008003,23
2008004,6
2008005,22
2008006,30
2008007,46
2008008,32
2008009,12
2008010,2
2008011,25
2008012,36
2008013,17
2008014,11
2008015,6
2008016,3
2008017,27
2008018,2
2008019,45
2008020,15
2008021,21
2008022,5
2008023,7
2008024,13
2008025,45
2008026,26
2008027,27
2008028,9
2008029,29
2008030,11
2008031,1
2008032,4
2008033,31
2008034,7
2008035,39
2008036,7
2008037,50
2008038,20
2008039,37
2008040,23
2008041,41
2008042,42
2008043,17
2008044,18
2008045,18
2008046,21
2008047,14
2008048,16
2008049,4
2008050,49
2008051,40
2008052,50
2009001,36
2009002,48
2009003,49
2009004,32
2009005,29
2009006,10
2009007,42
2009008,14
2009009,45
2009010,19
2009011,24
2009012,16
2009013,38
2009014,2
2009015,16
2009016,47
2009017,41
2009018,5
2009019,24
2009020,20
2009021,13
2009022,5
2009023,11
2009024,34
2009025,29
2009026,30
2009027,21
2009028,46
2009029,32
2009030,14
2009031,5
2009032,20
2009033,24
2009034,4
2009035,8
2009036,38
2009037,43
2009038,6
2009039,34
2009040,22
2009041,50
2009042,12
2009043,31
2009044,40
2009045,11
2009046,13
2009047,43
2009048,8
2009049,44
2009050,20
2009051,14
2009052,14
2010001,9
2010002,46
2010003,11
2010004,36
2010005,9
2010006,39
2010007,18
2010008,43
2010009,18
2010010,43
2010011,33
2010012,10
2010013,43
2010014,45
2010015,7
2010016,9
2010017,43
2010018,24
2010019,32
2010020,1
2010021,30
2010022,4
2010023,4
2010024,24
2010025,32
2010026,31
2010027,12
2010028,39
2010029,38
2010030,46
2010031,28
2010032,25
2010033,4
2010034,40
2010035,49
2010036,13
2010037,17
2010038,29
2010039,40
2010040,1
2010041,9
2010042,43
2010043,4
2010044,20
2010045,40
2010046,29
2010047,32
2010048,28
2010049,19
2010050,33
2010051,20
2010052,38
2010053,34
2011001,50
2011002,39
2011003,18
2011004,13
2011005,24
2011006,23
2011007,2
2011008,12
2011009,27
2011010,46
2011011,20
2011012,27
2011013,4
2011014,50
2011015,39
2011016,36
2011017,41
2011018,11
2011019,15
2011020,9
2011021,46
2011022,14
2011023,26
2011024,17
2011025,1
2011026,4
2011027,36
2011028,19
2011029,12
2011030,44
2011031,35
2011032,16
2011033,50
2011034,46
2011035,49
2011036,23
2011037,38
2011038,34
2011039,26
2011040,23
2011041,22
2011042,12
2011043,5
2011044,13
2011045,23
2011046,27
2011047,17
2011048,14
2011049,4
2011050,12
2011051,19
2011052,44
2011053,47
2011054,28
2011055,30
2011056,8
2011057,36
2011058,34
2011059,35
2011060,5
2011061,38
2011062,26
2011063,48
2011064,32
2011065,23
2011066,46
2011067,27
2011068,50
2011069,46
2011070,14
2011071,1
2011072,23
2011073,45
2011074,12
2011075,18
2011076,28
2011077,41
2011078,30
2011079,19
2011080,29
2011081,7
2011082,5
2011083,12
2011084,21
2011085,44
2011086,50
2012001,49
2012002,12
2012003,40
2012004,27
2012005,31
2012006,22
2012007,36
2012008,39
2012009,45
2012010,28
2012011,28
2012012,8
2012013,27
2012014,38
2012015,29
2012016,7
2012017,33
2012018,30
2012019,24
2012020,3
2012021,43
2012022,23
2012023,46
2012024,31
2012025,24
2012026,36
2012027,30
2012028,30
2012029,36
2012030,26
2012031,33
2012032,6
2012033,9
2012034,20
2012035,19
2012036,3
2012037,21
2012038,38
2012039,26
2012040,13
2012041,37
2012042,46
2012043,8
2012044,4
2012045,34
2012046,40
2012047,8
2012048,10
2012049,35
2012050,49
2012051,1
2012052,29
2012053,27
2012054,32
2012055,3
2012056,8
2012057,46
2012058,49
2012059,44
2012060,21
2012061,29
2012062,46
2012063,27
2012064,11
2012065,38
2012066,28
2012067,48
2012068,12
2012069,18
2012070,33
2012071,11
2012072,42
2012073,44
2012074,3
2012075,6
2012076,19
2012077,7
2012078,23
2012079,4
2012080,9
2012081,2
2012082,6
2012083,32
2012084,29
2012085,28
2012086,27
2012087,31
2012088,11
2012089,7
2012090,22
2012091,16
2012092,10
2012093,49
2012094,1
2012095,23
2012096,10
2012097,10
2012098,16
2012099,43
2012100,10
2012101,20
2012102,22
2012103,18
2012104,17
2013001,8
2013002,41
2013003,20
2013004,41
2013005,38
2013006,4
2013007,44
2013008,31
2013009,39
2013010,21
2013011,31
2013012,9
2013013,16
2013014,22
2013015,15
2013016,28
2013017,30
2013018,42
2013019,39
2013020,3
2013021,22
2013022,21
2013023,35
2013024,49
2013025,4
2013026,13
2013027,25
2013028,11
2013029,35
2013030,10
2013031,11
2013032,48
2013033,10
2013034,11
2013035,36
2013036,40
2013037,42
2013038,32
2013039,27
2013040,20
2013041,7
2013042,27
2013043,26
2013044,27
2013045,37
2013046,7
2013047,41
2013048,47
2013049,44
2013050,10
2013051,5
2013052,35
2013053,30
2013054,15
2013055,31
2013056,32
2013057,23
2013058,16
2013059,15
2013060,49
2013061,43
2013062,21
2013063,31
2013064,9
2013065,50
2013066,27
2013067,5
2013068,1
2013069,30
2013070,2
2013071,9
2013072,37
2013073,11
2013074,33
2013075,13
2013076,45
2013077,26
2013078,43
2013079,23
2013080,20
2013081,26
2013082,43
2013083,47
2013084,5
2013085,41
2013086,10
2013087,37
2013088,7
2013089,6
2013090,28
2013091,14
2013092,29
2013093,15
2013094,50
2013095,19
2013096,43
2013097,13
2013098,1
2013099,35
2013100,31
2013101,27
2013102,12
2013103,19
2013104,28
2013105,13
2014001,31
2014002,33
2014003,29
2014004,37
2014005,32
2014006,12
2014007,5
2014008,42
2014009,16
2014010,38
2014011,46
2014012,41
2014013,6
2014014,49
2014015,32
2014016,35
2014017,43
2014018,44
2014019,41
2014020,23
2014021,25
2014022,39
2014023,42
2014024,20
2014025,4
2014026,26
2014027,10
2014028,49
2014029,19
2014030,3
2014031,24
2014032,13
2014033,24
2014034,44
2014035,38
2014036,24
2014037,21
2014038,4
2014039,40
2014040,47
2014041,34
2014042,7
2014043,5
2014044,44
2014045,49
2014046,32
2014047,18
2014048,11
2014049,25
2014050,48
2014051,31
2014052,27
2014053,4
2014054,27
2014055,22
2014056,20
2014057,29
2014058,24
2014059,43
2014060,43
2014061,24
2014062,19
2014063,43
2014064,33
2014065,23
2014066,7
2014067,4
2014068,22
2014069,2
2014070,5
2014071,1
2014072,24
2014073,13
2014074,29
2014075,48
2014076,12
2014077,27
2014078,42
2014079,4
2014080,28
2014081,6
2014082,5
2014083,40
2014084,21
2014085,9
2014086,15
2014087,33
2014088,17
2014089,25
2014090,21
2014091,17
2014092,17
2014093,4
2014094,25
2014095,15
2014096,44
2014097,37
2014098,46
2014099,37
2014100,12
2014101,31
2014102,8
2014103,17
2014104,44
2015001,22
2015002,49
2015003,24
2015004,17
2015005,46
2015006,44
2015007,6
2015008,40
2015009,19
2015010,33
2015011,39
2015012,17
2015013,42
2015014,30
2015015,14
2015016,50
2015017,47
2015018,11
2015019,23
2015020,23
2015021,23
2015022,26
2015023,37
2015024,26
2015025,2
2015026,49
2015027,27
2015028,18
2015029,30
2015030,35
2015031,30
2015032,45
2015033,19
2015034,45
2015035,3
2015036,20
2015037,47
2015038,40
2015039,35
2015040,30
2015041,45
2015042,5
2015043,3
2015044,37
2015045,45
2015046,32
2015047,8
2015048,37
2015049,42
2015050,49
2015051,24
2015052,37
2015053,12
2015054,6
2015055,41
2015056,6
2015057,43
2015058,20
2015059,35
2015060,32
2015061,40
2015062,45
2015063,39
2015064,8
2015065,39
2015066,11
2015067,43
2015068,42
2015069,31
2015070,21
2015071,50
2015072,16
2015073,18
2015074,49
2015075,29
2015076,26
2015077,23
2015078,29
2015079,18
2015080,20
2015081,1
2015082,29
2015083,29
2015084,17
2015085,30
2015086,12
2015087,21
2015088,46
2015089,3
2015090,18
2015091,17
2015092,7
2015093,4
2015094,16
2015095,29
2015096,2
2015097,8
2015098,17
2015099,40
2015100,23
2015101,48
2015102,20
2015103,25
2015104,20
2016001,4
2016002,31
2016003,5
2016004,1
2016005,46
2016006,46
2016007,12
2016008,38
2016009,5
2016010,9
2016011,41
2016012,37
2016013,3
2016014,37
2016015,30
2016016,37
2016017,15
2016018,4
2016019,14
2016020,1
2016021,40
2016022,34
2016023,24
2016024,42
2016025,19
2016026,1
2016027,16
2016028,5
2016029,26
2016030,38
2016031,48
2016032,11
2016033,17
2016034,31
2016035,43
2016036,38
2016037,32
2016038,49
2016039,7
2016040,15
2016041,45
2016042,23
2016043,25
2016044,12
2016045,33
2016046,35
2016047,43
2016048,34
2016049,7
2016050,5
2016051,27
2016052,49
2016053,2
2016054,1
2016055,33
2016056,7
2016057,21
2016058,36
2016059,37
2016060,3
2016061,21
2016062,8
2016063,35
2016064,45
2016065,28
2016066,2
2016067,34
2016068,23
2016069,1
2016070,35
2016071,8
2016072,30
2016073,15
2016074,35
2016075,14
2016076,10
2016077,16
2016078,9
2016079,43
2016080,34
2016081,2
2016082,5
2016083,13
2016084,27
2016085,44
2016086,20
2016087,16
2016088,29
2016089,44
2016090,5
2016091,23
2016092,48
2016093,3
2016094,34
2016095,17
2016096,26
2016097,31
2016098,45
2016099,12
2016100,14
2016101,41
2016102,17
2016103,4
2016104,3
2016105,8
2017001,19
2017002,18
2017003,2
2017004,26
2017005,47
2017006,31
2017007,7
2017008,48
2017009,3
2017010,15
2017011,10
2017012,21
2017013,10
2017014,48
2017015,45
2017016,4
2017017,20
2017018,30
2017019,48
2017020,36
2017021,3
2017022,10
2017023,1
2017024,34
2017025,31
2017026,28
2017027,34
2017028,19
2017029,21
2017030,23
2017031,31
2017032,16
2017033,43
2017034,14
2017035,23
2017036,35
2017037,8
2017038,20
2017039,15
2017040,11
2017041,27
2017042,26
2017043,7
2017044,10
2017045,37
2017046,43
2017047,49
2017048,41
2017049,26
2017050,38
2017051,28
2017052,47
2017053,49
2017054,11
2017055,14
2017056,11
2017057,25
2017058,9
2017059,12
2017060,29
2017061,14
2017062,36
2017063,41
2017064,18
2017065,35
2017066,2
2017067,27
2017068,5
2017069,38
2017070,49
2017071,9
2017072,9
2017073,27
2017074,37
2017075,30
2017076,11
2017077,41
2017078,19
2017079,48
2017080,19
2017081,34
2017082,45
2017083,36
2017084,17
2017085,11
2017086,3
2017087,1
2017088,12
2017089,7
2017090,13
2017091,14
2017092,20
2017093,14
2017094,30
2017095,18
2017096,24
2017097,36
2017098,4
2017099,44
2017100,31
2017101,30
2017102,43
2017103,43
2017104,23
2018001,28
2018002,2
2018003,15
2018004,23
2018005,23
2018006,8
2018007,24
2018008,6
2018009,21
2018010,48
2018011,34
2018012,36
2018013,17
2018014,10
2018015,29
2018016,10
2018017,50
2018018,45
2018019,15
2018020,32
2018021,49
2018022,17
2018023,37
2018024,11
2018025,17
2018026,12
2018027,8
2018028,1
2018029,27
2018030,5
2018031,50
2018032,16
2018033,20
2018034,46
2018035,6
2018036,39
2018037,44
2018038,49
2018039,39
2018040,13
2018041,41
2018042,28
2018043,11
2018044,18
2018045,15
2018046,19
2018047,7
2018048,38
2018049,42
2018050,25
2018051,50
2018052,48
2018053,1
2018054,38
2018055,45
2018056,21
2018057,48
2018058,46
2018059,39
2018060,41
2018061,45
2018062,7
2018063,16
2018064,36
2018065,18
2018066,15
2018067,42
2018068,3
2018069,32
2018070,31
2018071,14
2018072,23
2018073,46
2018074,3
2018075,3
2018076,21
2018077,15
2018078,27
2018079,17
2018080,24
2018081,36
2018082,9
2018083,40
2018084,48
2018085,21
2018086,35
2018087,43
2018088,44
2018089,40
2018090,14
2018091,42
2018092,13
2018093,39
2018094,8
2018095,18
2018096,12
2018097,42
2018098,26
2018099,23
2018100,42
2018101,9
2018102,15
2018103,5
2018104,13
2019001,1
2019002,27
2019003,22
2019004,1
2019005,29
2019006,30
2019007,23
2019008,1
2019009,26
2019010,21
2019011,37
2019012,11
2019013,6
2019014,15
2019015,39
2019016,27
2019017,35
2019018,6
2019019,6
2019020,18
2019021,31
2019022,3
2019023,34
2019024,30
2019025,12
2019026,32
2019027,36
2019028,29
2019029,21
2019030,36
2019031,44
2019032,41
2019033,42
2019034,14
2019035,5
2019036,9
2019037,26
2019038,48
2019039,17
2019040,45
2019041,39
2019042,16
2019043,20
2019044,24
2019045,41
2019046,20
2019047,39
2019048,31
2019049,24
2019050,5
2019051,46
2019052,16
2019053,45
2019054,9
2019055,29
2019056,47
2019057,3
2019058,28
2019059,14
2019060,37
2019061,20
2019062,50
2019063,13
2019064,42
2019065,40
2019066,37
2019067,37
2019068,35
2019069,43
2019070,25
2019071,39
2019072,48
2019073,22
2019074,27
2019075,37
2019076,8
2019077,42
2019078,24
2019079,46
2019080,6
2019081,7
2019082,14
2019083,28
2019084,8
2019085,32
2019086,40
2019087,18
2019088,48
2019089,48
2019090,17
2019091,23
2019092,32
2019093,8
2019094,21
2019095,19
2019096,7
2019097,48
2019098,27
2019099,10
2019100,32
2019101,49
2019102,30
2019103,3
2019104,1
2019105,26
2020001,36
2020002,43
2020003,46
2020004,29
2020005,19
2020006,46
2020007,24
2020008,38
2020009,18
20200010,47
20200011,40
20200012,46
20200013,49
20200014,47
20200015,7
20200016,1
20200017,22
20200018,45
20200019,46
20200020,37
20200021,27
20200022,20
20200023,3
20200024,30
20200025,11
20200026,36
20200027,46
20200028,5
20200029,10
20200030,35
20200031,16
20200032,28
20200033,19
20200034,23
20200035,38
20200036,41
20200037,32
20200038,37
20200039,11
20200040,5
20200041,27
20200042,21
20200043,19
20200044,10
20200045,5
20200046,15
20200047,45
20200048,17
20200049,19
20200050,2
20200051,10
20200052,6
20200053,37
20200054,16
20200055,23
20200056,47
20200057,43
20200058,24
20200059,9
20200060,15
20200061,49
20200062,15
20200063,21
20200064,42
20200065,19
20200066,6
20200067,44
20200068,7
20200069,12
20200070,10
20200071,22
20200072,31
20200073,42
20200074,20
20200075,10
20200076,16
20200077,37
20200078,41
20200079,40
20200080,47
20200081,41
20200082,14
20200083,50
20200084,6
20200085,15
20200086,32
20200087,28
20200088,30
20200089,40
20200090,29
20200091,5
20200092,16
20200093,29
20200094,25
20200095,2
20200096,47
20200097,34
20200098,24
20200099,6
20200100,29
20200101,13
20200102,16
20200103,32
20200104,32
20211001,28
20211002,38
20211003,18
20211004,18
20211005,38
20211006,43
20211007,44
20211008,5
20211009,1
20211010,35
20211011,44
20211012,37
20211013,23
20211014,5
20211015,12
20211016,45
20211017,33
20211018,2
20211019,48
20211020,1
20211021,9
20211022,35
20211023,3
20211024,49
20211025,37
20211026,27
20211027,34
20211028,2
20211029,2
20211030,20
20211031,6
20211032,41
20211033,14
20211034,35
20211035,16
20211036,3
20211037,14
20211038,25
20211039,18
20211040,5
20211041,15
20211042,30
20211043,34
20211044,26
20211045,7
20211046,11
20211047,39
20211048,21
20211049,30
20211050,41
20211051,30
20211052,48
20211053,14
20211054,21
20211055,49
20211056,5
20211057,49
20211058,12
20211059,24
20211060,9
20211061,37
20211062,17
20211063,14
20211064,37
20211065,6
20211066,31
20211067,23
20211068,50
20211069,2
20211070,43
20211071,7
20211072,43
20211073,1
20211074,35
20211075,34
20211076,38
20211077,41
20211078,39
20211079,26
20211080,11
20211081,1
20211082,49
20211083,31
20211084,20
20211085,22
20211086,20
20211087,49
20211088,17
20211089,30
20211090,17
20211091,2
20211092,21
20211093,38
20211094,46
20211095,1
20211096,20
20211097,29
20211098,38
20211099,33
20211100,48
20211101,15
20211102,21
20211103,28
20211104,6
20211105,49
20222001,36
20222002,44
20222003,4
20222004,31
20222005,19
20222006,36
20222007,39
20222008,45
20222009,38
20222010,43
20222011,37
20222012,38
20222013,44
20222014,38
20222015,9
20222016,13
20222017,8
20222018,42
20222019,21
20222020,48
20222021,1
20222022,17
20222023,21
20222024,27
20222025,42
20222026,7
20222027,49
20222028,15
20222029,21
20222030,30
20222031,12
20222032,21
20222033,45
20222034,11
20222035,20
20222036,40
20222037,27
20222038,3
20222039,48
20222040,50
20222041,37
20222042,23
20222043,3
20222044,34
20222045,16
20222046,36
20222047,34
20222048,31
20222049,47
20222050,28
20222051,48
20222052,18
20222053,10
20222054,31
20222055,14
20222056,39
20222057,23
20222058,16
20222059,25
20222060,3
20222061,7
20222062,35
20222063,27
20222064,34
20222065,32
20222066,13
20222067,31
20222068,38
20222069,19
20222070,13
20222071,22
20222072,27
20222073,47
20222074,27
20222075,23
20222076,14
20222077,21
20222078,26
20222079,42
20222080,42
20222081,23
20222082,34
20222083,13
20222084,40
20222085,39
20222086,14
20222087,47
20222088,45
20222089,3
20222090,24
20222091,33
20222092,16
20222093,22
20222094,37
20222095,24
20222096,45
20222097,12
20222098,50
20222099,9
20222100,19
20222101,27
20222102,35
20222103,43
20222104,47
20233001,45
20233002,31
20233003,40
20233004,37
20233005,21
20233006,3
20233007,43
20233008,9
20233009,19
20233010,17
20233011,2
20233012,47
20233013,38
20233014,8
20233015,21
20233016,48
20233017,47
20233018,6
20233019,11
20233020,38
20233021,16
20233022,49
20233023,20
20233024,12
20233025,44
20233026,18
20233027,10
20233028,36
20233029,10
20233030,11
20233031,23
20233032,33
20233033,30
20233034,16
20233035,47
20233036,3
20233037,46
20233038,10
20233039,37
20233040,18
20233041,23
20233042,41
20233043,32
20233044,12
20233045,50
20233046,41
20233047,41
20233048,44
20233049,17
20233050,1
20233051,23
20233052,1
20233053,14
20233054,38
20233055,42
20233056,35
20233057,45
20233058,31
20233059,37
20233060,33
20233061,40
20233062,44
20233063,35
20233064,6
20233065,9
20233066,44
20233067,32
20233068,17
20233069,49
20233070,4
20233071,24
20233072,26
20233073,40
20233074,14
20233075,42
20233076,24
20233077,19
20233078,13
20233079,20
20233080,34
20233081,43
20233082,28
20233083,17
20233084,45
20233085,34
20233086,35
20233087,7
20233088,8
20233089,30
20233090,38
20233091,44
20233092,46
20233093,19
20233094,39
20233095,16
20233096,50
20233097,25
20233098,17
20233099,6
20233100,48
20233101,10
20233102,6
20233103,35
20233104,3
20244001,15
20244002,50
20244003,40
20244004,45
20244005,10
20244006,44
20244007,39
20244008,42
20244009,19
20244010,20
20244011,21
20244012,23
20244013,20
20244014,8
20244015,23
20244016,28
20244017,12
20244018,7
20244019,15
20244020,16
20244021,46
20244022,1
20244023,16
20244024,23
20244025,2
20244026,16
20244027,31
20244028,13
20244029,26
20244030,3
20244031,22
20244032,44
20244033,32
20244034,40
20244035,33
20244036,10
